NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,PrimaryCompletionDate,CompletionDate,LastUpdatePostDate,StudyFirstPostDate,StudyType,Phase,EnrollmentCount,EnrollmentType,LeadSponsorName,LeadSponsorClass,Collaborators,CollaboratorClasses,Conditions,Keywords,LocationCountry,LocationCity,LocationState,TotalLocations,InterventionNames,InterventionTypes,PrimaryOutcomeMeasures,SecondaryOutcomeMeasures,HasResults,ResultsFirstPostDate
NCT02717429,Cognitive and Emotion Regulation Training in MS,Cognitive and Emotion Regulation Training in Multiple Sclerosis,COMPLETED,2015-10,2017-05-14,2017-05-14,2018-04-17,2016-03-23,INTERVENTIONAL,NA,62.0,ACTUAL,Ohio State University,OTHER,,,Multiple Sclerosis,,United States,Columbus,Ohio,1,Mindfulness Meditation|Computerized Cognitive Training,BEHAVIORAL|BEHAVIORAL,Change in Reported Engagement After Worry and Rumination Inductions,Cognitive Performance on Brief Repeatable Battery (BRB)|Heart Rate Variability (HRV)|Daily Emotion Regulation Diary|Improvements on a Self-Report Measure of Emotion Dysregulation|Improvements on a Self-Report Measure of Depression|Improvements on a Self-Report Measures of Anxiety|Improvements on a Self-Report Measure of Perceived Stress|Improvements on a Self-Report Measure of Quality of Life,False,
NCT02764372,Telerehabilitation Upper Extremity for Neurological Disorders,Serious Games for Upper Extremity Rehabilitation for Patients With Neurological Disorders: A Pilot Study,COMPLETED,2015-07,2016-03,2016-04,2016-05-06,2016-05-06,INTERVENTIONAL,PHASE1,20.0,ACTUAL,Fondazione Don Carlo Gnocchi Onlus,OTHER,University of Bremen,OTHER,Multiple Sclerosis|Stroke,Arm rehabilitation|Serious games|stroke|Multiple sclerosis,,,,0,Serious games|Exergames,BEHAVIORAL|BEHAVIORAL,9 Hole peg test|Box and Block test,Short Form 12|the EQ-5D visual analogue scale (EQ-VAS),False,
NCT01834586,Anesthetic Topical Adhesive (Synera™) to Reduce Injection Pain With Subcutaneous Multiple Sclerosis Medications,Pilot Study of Anesthetic Topical Adhesive (Synera™) to Reduce Injection Pain With Subcutaneous Multiple Sclerosis Medications (OUCH),COMPLETED,2013-03,2015-03,2015-03,2018-04-10,2013-04-18,INTERVENTIONAL,PHASE4,30.0,ACTUAL,"Brown, Theodore R., M.D., MPH",INDIV,,,Multiple Sclerosis,,United States,Kirkland,Washington,1,Anesthetic Topical Adhesive Synera,DRUG,Pain Rating,Average Pain Rating,True,2018-03-13
NCT00292253,Tolerability of Rebif® Injection With and Without the Use of Rebiject™Mini in Relapsing-Remitting Multiple Sclerosis Subjects,"A Randomized, Multicenter, Parallel Group, Open-label Study Comparing the Tolerability of Rebif® Injection With and Without the Use of Rebiject™Mini in Relapsing Remitting MS Patients",COMPLETED,2001-01,2002-12,2002-12,2013-08-06,2006-02-15,INTERVENTIONAL,PHASE3,1883.0,ACTUAL,EMD Serono,INDUSTRY,Merck Serono International SA,INDUSTRY,"Multiple Sclerosis, Relapsing-remitting",MS,,,,0,Rebif® via Rebiject™Mini|Rebif® via manual injections,DEVICE|DEVICE,Percentage of subjects with moderate to severe (Grade 3-5) injection site reactions based on physician assessment,Number of subjects with any injection site reactions based on physician assessment|Percentage of moderate to severe (Grade 3-5) injection site reactions reported per subject based on subject reports|Percentage of injection site reactions reported per subject based on subject reports,False,
NCT02836327,Multimodel Magnetic Resonance Imaging (MRI)of Multiple Sclerosis and Neuromyelitis Optica Spectrum Disorders,Multimodel MRI to Explore the Pathophysiology of Multiple Sclerosis and Neuromyelitis Optica Spectrum Disorders,UNKNOWN,2014-09,2019-09,2021-09,2016-08-09,2016-07-19,OBSERVATIONAL,,300.0,ESTIMATED,Chinese PLA General Hospital,OTHER,,,Multiple Sclerosis|Neuromyelitis Optica Spectrum Disorders,MRI|Multiple Sclerosis|Neuromyelitis Optica Spectrum Disorders|Multimodel,China,Beijing,Beijing Municipality,1,Magnetic Resonance Imaging,OTHER,Recurrence,,False,
NCT05402956,Aerobic Exercise in Persons With Multiple Sclerosis With Restless Legs Syndrome,Effect of Aerobic Exercise Training in Persons With Multiple Sclerosis With Restless Legs Syndrome,UNKNOWN,2022-05-30,2023-10,2023-12,2022-06-06,2022-06-02,INTERVENTIONAL,NA,30.0,ESTIMATED,Dokuz Eylul University,OTHER,,,Multiple Sclerosis,,Turkey (Türkiye),Izmir,,1,Aerobic exercise,BEHAVIORAL,International Restless Legs Syndrome Study Group rating scale for restless legs syndrome,Timed 25-Foot Walk|12-Item Multiple sclerosis walking scale|Epworth Sleepiness Scale|Multiple Sclerosis International Quality of Life questionnaire|Pittsburgh Sleep Quality Index|Time Up and Go Test|Six-Minute Walk Test|Two-Minute Walk Test|Estimated VO2 Max,False,
NCT01076595,"Prospective, Multicenter Non Interventional Study to Evaluate Adherence to Betaferon Over a 2 Years Period","Prospective Multicenter, Non Interventional Study to Evaluate the Patient's Characteristics Associated With Adherence to Treatment Regimen by Betaferon in the BetaPlus Program",COMPLETED,2010-05,2013-11,2014-07,2015-07-03,2010-02-26,OBSERVATIONAL,,73.0,ACTUAL,Bayer,INDUSTRY,,,Multiple Sclerosis,Multiple sclerosis|BetaPlus program|Recurrent/remittent multiple sclerosis patients|Adherence to treatment regimen,France,Many Locations,,1,"Interferon beta-1b (Betaseron, BAY86-5046)",DRUG,The adherence to treatment (rate of patients continuing with Betaferon® regimen after 24 months),"Compliance to Betaferon according physician (rate of patients with compliance rater > 94,5%)|Adherence to treatment (rate of patients continuing with the Betaferon® regimen at 6 and 12 months)|Rate of patients with prematurely study discontinuation|Patient's autonomy with regard to the Betaferon® injections (Number of injections realized by the patient alone/total number of injections)|Tolerability of Betaferon injections (rate and number of injections)|Patient's Quality of Life (Mean total score of FAMS [Functional Assessment of Multiple Sclerosis])|Fatigue (mean total score of FSS [Fatigue Severity scale])|Progression of clinical Condition( annual rate of Relapses)|Percentage of patients with change of in EDSS (Expanded Disability Status Scale) < 1 between M0 and end of the study|Percentage of patients with change in EDSS< 1 and no relapse between M0 and M24",False,
NCT05070286,Lifestyle Weight Management Program: Interviews and Stakeholder Meetings.,A Lifestyle Weight Management Program for Paediatric Patients With Demyelinating Conditions: Interviews and Stakeholder Meetings.,UNKNOWN,2022-01-01,2022-12-31,2022-12-31,2022-01-21,2021-10-07,OBSERVATIONAL,,45.0,ESTIMATED,Oxford Brookes University,OTHER,Great Ormond Street Hospital for Children NHS Foundation Trust|Guy's and St Thomas' NHS Foundation Trust|Oxford University Hospitals NHS Trust,OTHER|OTHER|OTHER,Multiple Sclerosis|Neuromyelitis Optica,Paediatric,United Kingdom,Oxford,Oxfordshire,1,Observational Study.,BEHAVIORAL,Lifestyle interviews: Themes and factors.,,False,
NCT03841903,Spinal Cord Analysis in Multiple Sclerosis,Structural Analysis of Spinal Cord Grey and White Matter Changes in Patients With Multiple Sclerosis: Sub-study Within the Swiss Multiple Sclerosis Cohort (SMSC-study),COMPLETED,2017-07-01,2020-03-24,2020-03-24,2020-03-31,2019-02-15,OBSERVATIONAL,,79.0,ACTUAL,"University Hospital, Basel, Switzerland",OTHER,,,Multiple Sclerosis,Spinal cord|Spinal cord atrophy|Cerebrospinal Fluid|Swiss Multiple Sclerosis Cohort,Switzerland,Basel,,1,spinal cord MRI,DIAGNOSTIC_TEST,Change in SC atrophy assessed by MRI,Change in Timed 25-foot walk test (T25-FW)|Change in Multiple Sclerosis Walking Scale-12 (MSWS-12) Questionnaire,False,
NCT01417273,Impact of Vitamin A on Multiple Sclerosis (MS),Impact of Vitamin A Supplementation on Disease Activity and Progression in Multiple Sclerotic (MS) Patients,UNKNOWN,2010-02,2013-02,2013-08,2011-08-16,2011-08-16,INTERVENTIONAL,PHASE4,100.0,ESTIMATED,Tehran University of Medical Sciences,OTHER,,,Relapsing Remitting Multiple Sclerosis,Multiple sclerosis|immune system|vitamin A|(MSFC)Multiple Sclerosis Functional Composite|(EDSS)Expanded Disability Status Scale|(MRI)Magnetic resonance imaging,Iran,Tehran,,1,vitamin A|Drug: placebo,DIETARY_SUPPLEMENT|DRUG,Expanded Disability Status Scale (EDSS)|Multiple Sclerosis Functional Composite (MSFC)|fatigue scores|depression score|Number of active lesion in magnetic resonance imaging (MRI) number of active lesion in brain MRI,number of disease relapses,False,
NCT03177083,Evaluate Safety/Tolerability in Portuguese Participants With RRMS Transitioning From Current Therapy,"Open-label, Randomized, 2-arm, Active Comparator Study to Evaluate Safety and Tolerability in Portuguese Patients With Relapsing Remitting Multiple Sclerosis (MS) Transitioning From Current Subcutaneous Interferon Therapy to Peginterferon Beta 1a (PLEGRIDY™)",COMPLETED,2017-01-30,2020-10-26,2020-10-26,2020-11-25,2017-06-06,INTERVENTIONAL,PHASE4,80.0,ACTUAL,Biogen,INDUSTRY,,,Relapsing Remitting Multiple Sclerosis,,Portugal,Amadora,,15,peginterferon beta-1a|interferon beta-1a|interferon beta-1b,DRUG|DRUG|DRUG,Combined Counts of Adverse Events (AEs) of Flu-Like Symptoms (FLS)|Combined Counts of AEs of Injection Site Reactions (ISRs)|Combined Counts of AEs of Injection Site Reactions (ISRs)|Combined Counts of AEs of ISR Pain (ISRP),"Change in Participant-Reported Treatment Satisfaction Using Treatment Satisfaction Questionnaire for Medication (TSQM-9) in Participants Treated with PLEGRIDY Versus Current SC IFN-β|Change in Participant-Reported Treatment Satisfaction Using TSQM-9 in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in Participant-Reported Outcome (PRO) Measures in EuroQol Group 5-Dimension 3-Level Version (EQ-5D-3L) Index in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Change in PRO Measures in EQ-5D-3L Index in Participants Continuously Treated with PLEGRIDY Versus Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in EQ-5D-3L Index in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in Work Productivity and Activity Impairment Questionnaire: Multiple Sclerosis V2.1 (WPAI: MS) Score in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Change in PRO Measures in WPAI: MS Score in Participants Continuously Treated with PLEGRIDY Versus Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in WPAI: MS Score in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Percentage of Participants with Changes in Clinical Status Assessed Using the Expanded Disability Status Scale (EDSS)|Change in PRO Measures in 12-Item Short Form Survey (SF-12) Score in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Change in PRO Measures in SF-12 Score in Participants Continuously Treated with PLEGRIDY Versus Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in SF-12 Score in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in Fatigue Severity Scale (FSS) Score in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Change in PRO Measures in FSS Score in Participants Continuously Treated with PLEGRIDY Versus Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in FSS Score in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in Hospital Anxiety And Depression Scale (HADS) Score in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Change in PRO Measures in HADS Score in Participants Continuously Treated with PLEGRIDY Versus Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Change in PRO Measures in HADS Score in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Participants Adherence to Study Treatment as Measured by Treatment Adherence Questionnaire|Participants Adherence to Study Treatment as Measured by Returned Injection Pens|Participants Adherence to Study Treatment as Measured by Treatment Adherence Questionnaire in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Participants Adherence to Study Treatment as Measured by Returned Injection Pens in Participants Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period|Proportion of Pain-Free Participants Immediately After Injection (Defined as 0 mm for All Full-Dose Injections on VAS of Participant-Reported Pain) at End Of the Comparator Period in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Proportion of Pain-Free Participants 30 Minutes after Injection (Defined as 0 mm for All Full-Dose Injections on VAS of Participant-Reported Pain) at End of the Comparator Period in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Average Change in Participant-Reported VAS Pain Score from Pre-Injection to 30 Minutes Post-Injection in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Average Change in Participant-Reported VAS Pain Score from Pre-Injection to Immediate Post-Injection in Participants Treated with PLEGRIDY Versus Current SC IFN-Β|Percentage of Participants with Changes in Relapse Activity|Annualized Relapse Rate (ARR) in Participants in the Overall Population|Proportion of Relapsed Participants in Overall Population|Percentage of Participants with an Adverse Event (AE), Serious AE, and Discontinuations of Study Treatment due to an AE in Participants Treated with PLEGRIDY Versus Current SC IFN-β|Percentage of Participants with an AE, Serious AE, and Discontinuation of Study Treatment due to an AE Continuously Treated with PLEGRIDY|Percentage of Participants with an AE, Serious AE, and Discontinuation of Study Treatment due to an AE Who Switched from Current SC IFN-Β Therapy to PLEGRIDY at the End of the Comparator Period",False,
NCT05470751,GentleCath™ for Men Intermittent Catheter With FeelClean™ Technology,A Multi-centre Prospective Observational Study of the User Experience of Catheterisation and Quality of Life in Patients Prescribed GentleCath™ for Men Intermittent Catheter With FeelClean™ Technology,COMPLETED,2023-02-02,2024-04-06,2024-04-06,2024-04-30,2022-07-22,OBSERVATIONAL,,72.0,ACTUAL,ConvaTec Inc.,INDUSTRY,,,Bladder Outlet Obstruction|Multiple Sclerosis|Cauda Equina Syndrome|Enlarged Prostate With Lower Urinary Tract Symptoms|Parkinson Disease|Lower Urinary Tract Symptoms|Detrusor Underactivity|Spinal Cord Injuries,neurogenic bladder|intermittent self-catherterisation|pain|bladder outflow obstruction,United States,West Orange,New Jersey,16,Intermittent self-catheterisation,DEVICE,To assess difficulty during catheterisation and quality of life using the ICDQ and ISC-Q validated questionnaires during catheterisation,To assess patient confidence regarding reduced stickiness plus related risk of urethral injury and resultant bleeding or infection|To assess compliance with the self-catheterization for the study duration,False,
NCT04711941,A ToM Training for People With Multiple Sclerosis: an Efficacy Study.,Effectiveness of a Novel Theory of Mind Training for People With Multiple Sclerosis: a Randomised Controlled Trial.,UNKNOWN,2021-02-01,2021-05,2021-09,2021-05-06,2021-01-15,INTERVENTIONAL,NA,40.0,ESTIMATED,Fondazione Don Carlo Gnocchi Onlus,OTHER,,,Multiple Sclerosis,theory of mind|rehabilitation|multiple sclerosis|neurodegenerative disease,Italy,Milan,,1,Rehabilitation training,BEHAVIORAL,Reading the Mind from the Eyes (RMET)|Strange Stories|Faux pas|False Belief Task,Toronto Alexithymia Scale (TAS-20)|Multiple Sclerosis Quality of Life 54 questionnaire (MSQOL54)|Montreal Cognitive Assessment (MoCA)|The Brief Repeatable Battery of Neuropsychological Test (BRB-NT),False,
NCT02641041,"Safety, Tolerability, and Pharmacokinetics of Single and Multiple Doses of BIIB033 in Healthy Japanese Participants","A Randomized, Blinded, Placebo-Controlled, Single- and Multiple-Dose Study of the Safety, Tolerability, and Pharmacokinetics of BIIB033 in Healthy Japanese Subjects",COMPLETED,2016-02,2016-09,2016-09,2016-10-10,2015-12-29,INTERVENTIONAL,PHASE1,24.0,ACTUAL,Biogen,INDUSTRY,,,Central Nervous System (CNS) Demyelinating Disease|Multiple Sclerosis,Japanese|Single Ascending Dose (SAD)|Multiple Ascending Dose (MAD),United Kingdom,Leeds,West Yorkshire,1,BIIB033|Placebo,BIOLOGICAL|OTHER,Number of participants experiencing Adverse Events (AEs) and Serious Adverse Events (SAEs)|Number of participants with clinically significant laboratory parameters|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant electrocardiograms (ECGs) abnormalities|Number of participants with clinically significant physical examination abnormalities|Number of participants with clinically significant neurological examination abnormalities,PK parameter of BIIB033: Area under the concentration-time curve from time zero to infinity (AUCinf)|PK parameter of BIIB033: Area under the concentration-time curve from time zero to the time of the last measurable sample (AUClast)|PK parameter of BIIB033: AUC over a given dosing interval|PK parameter of BIIB033: Maximum observed concentration (Cmax)|PK parameter of BIIB033: Time to reach maximum observed concentration (Tmax)|PK parameter of BIIB033: Terminal elimination half-life (t1/2)|PK parameter of BIIB033: Volume of distribution at steady state (Vss)|PK parameter of BIIB033: Clearance (CL)|PK parameter of BIIB033: accumulation ratio (RAC)|Number of participants with positive serum BIIB033 antibodies,False,
